t,bssid,rssi
1727595871643,c8:a6:08:5b:16:04,-66
1727595871643,c8:a6:08:9b:16:01,-61
1727595871643,c8:a6:08:5b:16:01,-66
1727595871643,c8:a6:08:9b:16:00,-61
1727595871643,c8:a6:08:5b:16:00,-66
1727595871643,80:ea:96:f2:cc:77,-88
1727595871643,c8:a6:08:9a:bc:10,-76
1727595871643,c8:a6:08:5a:bb:81,-86
1727595871643,c8:a6:08:9a:bc:11,-76
1727595871643,c8:a6:08:5a:bb:80,-85
1727595871643,c8:a6:08:9a:bc:14,-76
1727595871643,c8:a6:08:5a:bc:11,-78
1727595871643,c8:a6:08:9a:bb:80,-82
1727595871643,c8:a6:08:5a:bc:10,-78
1727595871643,c8:a6:08:9a:bb:81,-82
1727595871643,60:84:bd:de:7c:67,-60
1727595871643,c8:a6:08:9a:bb:84,-82
1727595871643,c8:a6:08:5a:bb:84,-87
1727595871643,c0:25:a2:a7:2e:2b,-55
1727595871643,c0:25:a2:a7:2e:2a,-56
1727595871643,c8:a6:08:5a:fd:84,-93
1727595871643,d0:40:ef:f9:f0:9d,-95
1727595871644,60:84:bd:de:7c:60,-64
1727595871644,c8:a6:08:5a:fd:80,-92
1727595871644,c8:a6:08:5a:fd:81,-92
1727595871644,c8:a6:08:9a:b7:01,-91
1727595871644,c8:a6:08:9b:16:24,-54
1727595871644,c8:a6:08:5b:15:50,-92
1727595871644,c8:a6:08:9a:b7:00,-90
1727595871644,c8:a6:08:5b:15:51,-90
1727595871644,c0:25:a2:a9:b1:4f,-49
1727595871644,c8:a6:08:5b:16:24,-62
1727595871644,c8:a6:08:9b:15:51,-80
1727595871644,c8:a6:08:9b:15:50,-80
1727595871644,c8:a6:08:9b:16:21,-53
1727595871644,c8:a6:08:5b:16:21,-61
1727595871644,c8:a6:08:9b:16:20,-53
1727595871644,c8:a6:08:5b:16:20,-61
1727595871644,c8:a6:08:9b:15:54,-80
1727595871644,c8:a6:08:9a:b7:04,-90
1727595871644,c0:25:a2:a7:2e:1a,-72
1727595871644,c8:a6:08:5a:bc:14,-78
1727595871653,c8:a6:08:9a:fe:71,-86
1727595871653,c8:a6:08:9a:fe:70,-86
1727595871653,c8:a6:08:9a:fe:74,-86
1727595871653,84:af:ec:86:f0:70,-83
1727595871654,c8:a6:08:9a:bb:c4,-83
1727595871654,c8:a6:08:9a:bb:c1,-83
1727595871654,c8:a6:08:9a:bb:c0,-83
1727595871654,c8:a6:08:5a:bb:c0,-83
1727595871654,c8:a6:08:9b:16:04,-63
1727595871654,c8:a6:08:5b:16:04,-66
1727595871654,c8:a6:08:9b:16:01,-61
1727595871654,c8:a6:08:5b:16:01,-66
1727595871654,c8:a6:08:9b:16:00,-61
1727595871654,c8:a6:08:5b:16:00,-66
1727595871654,80:ea:96:f2:cc:77,-88
1727595871654,c8:a6:08:9a:bc:10,-76
1727595871654,c8:a6:08:5a:bb:81,-86
1727595871654,c8:a6:08:9a:bc:11,-76
1727595871654,c8:a6:08:5a:bb:80,-85
1727595871654,c8:a6:08:9a:bc:14,-76
1727595871654,c8:a6:08:5a:bc:11,-78
1727595871654,c8:a6:08:9a:bb:80,-82
1727595871654,c8:a6:08:5a:bc:10,-78
1727595871654,c8:a6:08:9a:bb:81,-82
1727595871654,60:84:bd:de:7c:67,-60
1727595871654,c8:a6:08:9a:bb:84,-82
1727595871654,c8:a6:08:5a:bb:84,-87
1727595871654,c0:25:a2:a7:2e:2b,-55
1727595871654,c0:25:a2:a7:2e:2a,-56
1727595871654,c8:a6:08:5a:fd:84,-93
1727595871654,d0:40:ef:f9:f0:9d,-95
1727595871654,60:84:bd:de:7c:60,-64
1727595871654,c8:a6:08:5a:fd:80,-92
1727595871654,c8:a6:08:5a:fd:81,-92
1727595871654,c8:a6:08:9a:b7:01,-91
1727595871654,c8:a6:08:9b:16:24,-54
1727595871654,c8:a6:08:5b:15:50,-92
1727595871654,c8:a6:08:9a:b7:00,-90
1727595871654,c8:a6:08:5b:15:51,-90
1727595871654,c0:25:a2:a9:b1:4f,-49
1727595871654,c8:a6:08:5b:16:24,-62
1727595871654,c8:a6:08:9b:15:51,-80
1727595871654,c8:a6:08:9b:15:50,-80
1727595871654,c8:a6:08:9b:16:21,-53
1727595871654,c8:a6:08:5b:16:21,-61
1727595871654,c8:a6:08:9b:16:20,-53
1727595871654,c8:a6:08:5b:16:20,-61
1727595871654,c8:a6:08:9b:15:54,-80
1727595871654,c8:a6:08:9a:b7:04,-90
1727595871654,c0:25:a2:a7:2e:1a,-72
1727595871654,c8:a6:08:5a:bc:14,-78
1727595871671,c8:a6:08:9a:fe:71,-86
1727595871675,c8:a6:08:9a:fe:70,-86
1727595871675,c8:a6:08:9a:fe:74,-86
1727595871675,84:af:ec:86:f0:70,-83
1727595871675,c8:a6:08:9a:bb:c4,-83
1727595871675,c8:a6:08:9a:bb:c1,-83
1727595871675,c8:a6:08:9a:bb:c0,-83
1727595871675,c8:a6:08:5a:bb:c0,-83
1727595871675,c8:a6:08:9b:16:04,-63
1727595871675,c8:a6:08:5b:16:04,-66
1727595871675,c8:a6:08:9b:16:01,-61
1727595871675,c8:a6:08:5b:16:01,-66
1727595871675,c8:a6:08:9b:16:00,-61
1727595871675,c8:a6:08:5b:16:00,-66
1727595871675,80:ea:96:f2:cc:77,-88
1727595871675,c8:a6:08:9a:bc:10,-76
1727595871675,c8:a6:08:5a:bb:81,-86
1727595871675,c8:a6:08:9a:bc:11,-76
1727595871675,c8:a6:08:5a:bb:80,-85
1727595871675,c8:a6:08:9a:bc:14,-76
1727595871678,c8:a6:08:5a:bc:11,-78
1727595871679,c8:a6:08:9a:bb:80,-82
1727595871679,c8:a6:08:5a:bc:10,-78
1727595871679,c8:a6:08:9a:bb:81,-82
1727595871679,60:84:bd:de:7c:67,-60
1727595871679,c8:a6:08:9a:bb:84,-82
1727595871679,c8:a6:08:5a:bb:84,-87
1727595871679,c0:25:a2:a7:2e:2b,-55
1727595871679,c0:25:a2:a7:2e:2a,-56
1727595871679,c8:a6:08:5a:fd:84,-93
1727595871679,d0:40:ef:f9:f0:9d,-95
1727595871679,60:84:bd:de:7c:60,-64
1727595871679,c8:a6:08:5a:fd:80,-92
1727595871679,c8:a6:08:5a:fd:81,-92
1727595871679,c8:a6:08:9a:b7:01,-91
1727595871679,c8:a6:08:9b:16:24,-54
1727595871679,c8:a6:08:5b:15:50,-92
1727595871679,c8:a6:08:9a:b7:00,-90
1727595871679,c8:a6:08:5b:15:51,-90
1727595871679,c0:25:a2:a9:b1:4f,-49
1727595871679,c8:a6:08:5b:16:24,-62
1727595871679,c8:a6:08:9b:15:51,-80
1727595871679,c8:a6:08:9b:15:50,-80
1727595871679,c8:a6:08:9b:16:21,-53
1727595871679,c8:a6:08:5b:16:21,-61
1727595871679,c8:a6:08:9b:16:20,-53
1727595871679,c8:a6:08:5b:16:20,-61
1727595871679,c8:a6:08:9b:15:54,-80
1727595871679,c8:a6:08:9a:b7:04,-90
1727595871679,c0:25:a2:a7:2e:1a,-72
1727595871679,c8:a6:08:5a:bc:14,-78
1727595871687,c8:a6:08:9a:fe:71,-86
1727595871687,c8:a6:08:9a:fe:70,-86
1727595871687,c8:a6:08:9a:fe:74,-86
1727595871687,84:af:ec:86:f0:70,-83
1727595871687,c8:a6:08:9a:bb:c4,-83
1727595871687,c8:a6:08:9a:bb:c1,-83
1727595871687,c8:a6:08:9a:bb:c0,-83
1727595871687,c8:a6:08:5a:bb:c0,-83
1727595871687,c8:a6:08:9b:16:04,-63
1727595871688,c8:a6:08:5b:16:04,-66
1727595871688,c8:a6:08:9b:16:01,-61
1727595871688,c8:a6:08:5b:16:01,-66
1727595871688,c8:a6:08:9b:16:00,-61
1727595871688,c8:a6:08:5b:16:00,-66
1727595871688,80:ea:96:f2:cc:77,-88
1727595871688,c8:a6:08:9a:bc:10,-76
1727595871688,c8:a6:08:5a:bb:81,-86
1727595871688,c8:a6:08:9a:bc:11,-76
1727595871688,c8:a6:08:5a:bb:80,-85
1727595871688,c8:a6:08:9a:bc:14,-76
1727595871688,c8:a6:08:5a:bc:11,-78
1727595871688,c8:a6:08:9a:bb:80,-82
1727595871688,c8:a6:08:5a:bc:10,-78
1727595871688,c8:a6:08:9a:bb:81,-82
1727595871688,60:84:bd:de:7c:67,-60
1727595871688,c8:a6:08:9a:bb:84,-82
1727595871688,c8:a6:08:5a:bb:84,-87
1727595871688,c0:25:a2:a7:2e:2b,-55
1727595871688,c0:25:a2:a7:2e:2a,-56
1727595871688,c8:a6:08:5a:fd:84,-93
1727595871688,d0:40:ef:f9:f0:9d,-95
1727595871688,60:84:bd:de:7c:60,-64
1727595871688,c8:a6:08:5a:fd:80,-92
1727595871688,c8:a6:08:5a:fd:81,-92
1727595871688,c8:a6:08:9a:b7:01,-91
1727595871688,c8:a6:08:9b:16:24,-54
1727595871688,c8:a6:08:5b:15:50,-92
1727595871688,c8:a6:08:9a:b7:00,-90
1727595871688,c8:a6:08:5b:15:51,-90
1727595871688,c0:25:a2:a9:b1:4f,-49
1727595871688,c8:a6:08:5b:16:24,-62
1727595871688,c8:a6:08:9b:15:51,-80
1727595871688,c8:a6:08:9b:15:50,-80
1727595871688,c8:a6:08:9b:16:21,-53
1727595871688,c8:a6:08:5b:16:21,-61
1727595871688,c8:a6:08:9b:16:20,-53
1727595871688,c8:a6:08:5b:16:20,-61
1727595871688,c8:a6:08:9b:15:54,-80
1727595871688,c8:a6:08:9a:b7:04,-90
1727595871688,c0:25:a2:a7:2e:1a,-72
1727595871688,c8:a6:08:5a:bc:14,-78
1727595871704,c8:a6:08:9a:fe:71,-86
1727595871704,c8:a6:08:9a:fe:70,-86
1727595871704,c8:a6:08:9a:fe:74,-86
1727595871704,84:af:ec:86:f0:70,-83
1727595871704,c8:a6:08:9a:bb:c4,-83
1727595871704,c8:a6:08:9a:bb:c1,-83
1727595871704,c8:a6:08:9a:bb:c0,-83
1727595871704,c8:a6:08:5a:bb:c0,-83
1727595871704,c8:a6:08:9b:16:04,-63
1727595871704,c8:a6:08:5b:16:04,-66
1727595871704,c8:a6:08:9b:16:01,-61
1727595871704,c8:a6:08:5b:16:01,-66
1727595871704,c8:a6:08:9b:16:00,-61
1727595871704,c8:a6:08:5b:16:00,-66
1727595871704,80:ea:96:f2:cc:77,-88
1727595871704,c8:a6:08:9a:bc:10,-76
1727595871704,c8:a6:08:5a:bb:81,-86
1727595871704,c8:a6:08:9a:bc:11,-76
1727595871704,c8:a6:08:5a:bb:80,-85
1727595871704,c8:a6:08:9a:bc:14,-76
1727595871704,c8:a6:08:5a:bc:11,-78
1727595871704,c8:a6:08:9a:bb:80,-82
1727595871704,c8:a6:08:5a:bc:10,-78
1727595871704,c8:a6:08:9a:bb:81,-82
1727595871704,60:84:bd:de:7c:67,-60
1727595871704,c8:a6:08:9a:bb:84,-82
1727595871704,c8:a6:08:5a:bb:84,-87
1727595871704,c0:25:a2:a7:2e:2b,-55
1727595871704,c0:25:a2:a7:2e:2a,-56
1727595871704,c8:a6:08:5a:fd:84,-93
1727595871704,d0:40:ef:f9:f0:9d,-95
1727595871704,60:84:bd:de:7c:60,-64
1727595871705,c8:a6:08:5a:fd:80,-92
1727595871705,c8:a6:08:5a:fd:81,-92
1727595871705,c8:a6:08:9a:b7:01,-91
1727595871705,c8:a6:08:9b:16:24,-54
1727595871705,c8:a6:08:5b:15:50,-92
1727595871705,c8:a6:08:9a:b7:00,-90
1727595871705,c8:a6:08:5b:15:51,-90
1727595871705,c0:25:a2:a9:b1:4f,-49
1727595871705,c8:a6:08:5b:16:24,-62
1727595871705,c8:a6:08:9b:15:51,-80
1727595871705,c8:a6:08:9b:15:50,-80
1727595871705,c8:a6:08:9b:16:21,-53
1727595871705,c8:a6:08:5b:16:21,-61
1727595871705,c8:a6:08:9b:16:20,-53
1727595871705,c8:a6:08:5b:16:20,-61
1727595871705,c8:a6:08:9b:15:54,-80
1727595871705,c8:a6:08:9a:b7:04,-90
1727595871705,c0:25:a2:a7:2e:1a,-72
1727595871705,c8:a6:08:5a:bc:14,-78
1727595871711,c8:a6:08:9a:fe:71,-86
1727595871711,c8:a6:08:9a:fe:70,-86
1727595871711,c8:a6:08:9a:fe:74,-86
1727595871711,84:af:ec:86:f0:70,-83
1727595871711,c8:a6:08:9a:bb:c4,-83
1727595871711,c8:a6:08:9a:bb:c1,-83
1727595871711,c8:a6:08:9a:bb:c0,-83
1727595871711,c8:a6:08:5a:bb:c0,-83
1727595871711,c8:a6:08:9b:16:04,-63
1727595871711,c8:a6:08:5b:16:04,-66
1727595871711,c8:a6:08:9b:16:01,-61
1727595871711,c8:a6:08:5b:16:01,-66
1727595871711,c8:a6:08:9b:16:00,-61
1727595871711,c8:a6:08:5b:16:00,-66
1727595871711,80:ea:96:f2:cc:77,-88
1727595871711,c8:a6:08:9a:bc:10,-76
1727595871711,c8:a6:08:5a:bb:81,-86
1727595871711,c8:a6:08:9a:bc:11,-76
1727595871711,c8:a6:08:5a:bb:80,-85
1727595871711,c8:a6:08:9a:bc:14,-76
1727595871711,c8:a6:08:5a:bc:11,-78
1727595871711,c8:a6:08:9a:bb:80,-82
1727595871711,c8:a6:08:5a:bc:10,-78
1727595871711,c8:a6:08:9a:bb:81,-82
1727595871711,60:84:bd:de:7c:67,-60
1727595871711,c8:a6:08:9a:bb:84,-82
1727595871711,c8:a6:08:5a:bb:84,-87
1727595871711,c0:25:a2:a7:2e:2b,-55
1727595871712,c0:25:a2:a7:2e:2a,-56
1727595871712,c8:a6:08:5a:fd:84,-93
1727595871712,d0:40:ef:f9:f0:9d,-95
1727595871712,60:84:bd:de:7c:60,-64
1727595871712,c8:a6:08:5a:fd:80,-92
1727595871712,c8:a6:08:5a:fd:81,-92
1727595871712,c8:a6:08:9a:b7:01,-91
1727595871712,c8:a6:08:9b:16:24,-54
1727595871712,c8:a6:08:5b:15:50,-92
1727595871712,c8:a6:08:9a:b7:00,-90
1727595871712,c8:a6:08:5b:15:51,-90
1727595871712,c0:25:a2:a9:b1:4f,-49
1727595871712,c8:a6:08:5b:16:24,-62
1727595871712,c8:a6:08:9b:15:51,-80
1727595871712,c8:a6:08:9b:15:50,-80
1727595871712,c8:a6:08:9b:16:21,-53
1727595871712,c8:a6:08:5b:16:21,-61
1727595871712,c8:a6:08:9b:16:20,-53
1727595871712,c8:a6:08:5b:16:20,-61
1727595871712,c8:a6:08:9b:15:54,-80
1727595871712,c8:a6:08:9a:b7:04,-90
1727595871712,c0:25:a2:a7:2e:1a,-72
1727595871712,c8:a6:08:5a:bc:14,-78
1727595871724,c8:a6:08:9a:fe:71,-86
1727595871724,c8:a6:08:9a:fe:70,-86
1727595871724,c8:a6:08:9a:fe:74,-86
1727595871724,84:af:ec:86:f0:70,-83
1727595871724,c8:a6:08:9a:bb:c4,-83
1727595871724,c8:a6:08:9a:bb:c1,-83
1727595871724,c8:a6:08:9a:bb:c0,-83
1727595871725,c8:a6:08:5a:bb:c0,-83
1727595871725,c8:a6:08:9b:16:04,-63
1727595871725,c8:a6:08:5b:16:04,-66
1727595871725,c8:a6:08:9b:16:01,-61
1727595871725,c8:a6:08:5b:16:01,-66
1727595871725,c8:a6:08:9b:16:00,-61
1727595871725,c8:a6:08:5b:16:00,-66
1727595871725,80:ea:96:f2:cc:77,-88
1727595871725,c8:a6:08:9a:bc:10,-76
1727595871725,c8:a6:08:5a:bb:81,-86
1727595871725,c8:a6:08:9a:bc:11,-76
1727595871725,c8:a6:08:5a:bb:80,-85
1727595871725,c8:a6:08:9a:bc:14,-76
1727595871725,c8:a6:08:5a:bc:11,-78
1727595871725,c8:a6:08:9a:bb:80,-82
1727595871725,c8:a6:08:5a:bc:10,-78
1727595871725,c8:a6:08:9a:bb:81,-82
1727595871725,60:84:bd:de:7c:67,-60
1727595871725,c8:a6:08:9a:bb:84,-82
1727595871725,c8:a6:08:5a:bb:84,-87
1727595871725,c0:25:a2:a7:2e:2b,-55
1727595871725,c0:25:a2:a7:2e:2a,-56
1727595871725,c8:a6:08:5a:fd:84,-93
1727595871725,d0:40:ef:f9:f0:9d,-95
1727595871725,60:84:bd:de:7c:60,-64
1727595871725,c8:a6:08:5a:fd:80,-92
1727595871725,c8:a6:08:5a:fd:81,-92
1727595871725,c8:a6:08:9a:b7:01,-91
1727595871725,c8:a6:08:9b:16:24,-54
1727595871725,c8:a6:08:5b:15:50,-92
1727595871725,c8:a6:08:9a:b7:00,-90
1727595871725,c8:a6:08:5b:15:51,-90
1727595871725,c0:25:a2:a9:b1:4f,-49
1727595871725,c8:a6:08:5b:16:24,-62
1727595871725,c8:a6:08:9b:15:51,-80
1727595871725,c8:a6:08:9b:15:50,-80
1727595871725,c8:a6:08:9b:16:21,-53
1727595871725,c8:a6:08:5b:16:21,-61
1727595871725,c8:a6:08:9b:16:20,-53
1727595871725,c8:a6:08:5b:16:20,-61
1727595871725,c8:a6:08:9b:15:54,-80
1727595871725,c8:a6:08:9a:b7:04,-90
1727595871725,c0:25:a2:a7:2e:1a,-72
1727595871725,c8:a6:08:5a:bc:14,-78
1727595871732,c8:a6:08:9a:fe:71,-86
1727595871732,c8:a6:08:9a:fe:70,-86
1727595871732,c8:a6:08:9a:fe:74,-86
1727595871732,84:af:ec:86:f0:70,-83
1727595871732,c8:a6:08:9a:bb:c4,-83
1727595871732,c8:a6:08:9a:bb:c1,-83
1727595871732,c8:a6:08:9a:bb:c0,-83
1727595871732,c8:a6:08:5a:bb:c0,-83
1727595871732,c8:a6:08:9b:16:04,-63
1727595871732,c8:a6:08:5b:16:04,-66
1727595871732,c8:a6:08:9b:16:01,-61
1727595871732,c8:a6:08:5b:16:01,-66
1727595871732,c8:a6:08:9b:16:00,-61
1727595871732,c8:a6:08:5b:16:00,-66
1727595871732,80:ea:96:f2:cc:77,-88
1727595871732,c8:a6:08:9a:bc:10,-76
1727595871732,c8:a6:08:5a:bb:81,-86
1727595871732,c8:a6:08:9a:bc:11,-76
1727595871732,c8:a6:08:5a:bb:80,-85
1727595871732,c8:a6:08:9a:bc:14,-76
1727595871732,c8:a6:08:5a:bc:11,-78
1727595871732,c8:a6:08:9a:bb:80,-82
1727595871732,c8:a6:08:5a:bc:10,-78
1727595871732,c8:a6:08:9a:bb:81,-82
1727595871732,60:84:bd:de:7c:67,-60
1727595871732,c8:a6:08:9a:bb:84,-82
1727595871732,c8:a6:08:5a:bb:84,-87
1727595871733,c0:25:a2:a7:2e:2b,-55
1727595871733,c0:25:a2:a7:2e:2a,-56
1727595871733,c8:a6:08:5a:fd:84,-93
1727595871733,d0:40:ef:f9:f0:9d,-95
1727595871733,60:84:bd:de:7c:60,-64
1727595871733,c8:a6:08:5a:fd:80,-92
1727595871733,c8:a6:08:5a:fd:81,-92
1727595871733,c8:a6:08:9a:b7:01,-91
1727595871733,c8:a6:08:9b:16:24,-54
1727595871733,c8:a6:08:5b:15:50,-92
1727595871733,c8:a6:08:9a:b7:00,-90
1727595871733,c8:a6:08:5b:15:51,-90
1727595871733,c0:25:a2:a9:b1:4f,-49
1727595871733,c8:a6:08:5b:16:24,-62
1727595871733,c8:a6:08:9b:15:51,-80
1727595871733,c8:a6:08:9b:15:50,-80
1727595871733,c8:a6:08:9b:16:21,-53
1727595871733,c8:a6:08:5b:16:21,-61
1727595871733,c8:a6:08:9b:16:20,-53
1727595871733,c8:a6:08:5b:16:20,-61
1727595871733,c8:a6:08:9b:15:54,-80
1727595871733,c8:a6:08:9a:b7:04,-90
1727595871733,c0:25:a2:a7:2e:1a,-72
1727595871733,c8:a6:08:5a:bc:14,-78
1727595871745,c8:a6:08:9a:fe:71,-86
1727595871745,c8:a6:08:9a:fe:70,-86
1727595871745,c8:a6:08:9a:fe:74,-86
1727595871745,84:af:ec:86:f0:70,-83
1727595871745,c8:a6:08:9a:bb:c4,-83
1727595871745,c8:a6:08:9a:bb:c1,-83
1727595871745,c8:a6:08:9a:bb:c0,-83
1727595871745,c8:a6:08:5a:bb:c0,-83
1727595871745,c8:a6:08:9b:16:04,-63
1727595871745,c8:a6:08:5b:16:04,-66
1727595871745,c8:a6:08:9b:16:01,-61
1727595871745,c8:a6:08:5b:16:01,-66
1727595871745,c8:a6:08:9b:16:00,-61
1727595871745,c8:a6:08:5b:16:00,-66
1727595871745,80:ea:96:f2:cc:77,-88
1727595871745,c8:a6:08:9a:bc:10,-76
1727595871745,c8:a6:08:5a:bb:81,-86
1727595871745,c8:a6:08:9a:bc:11,-76
1727595871745,c8:a6:08:5a:bb:80,-85
1727595871746,c8:a6:08:9a:bc:14,-76
1727595871746,c8:a6:08:5a:bc:11,-78
1727595871746,c8:a6:08:9a:bb:80,-82
1727595871746,c8:a6:08:5a:bc:10,-78
1727595871746,c8:a6:08:9a:bb:81,-82
1727595871746,60:84:bd:de:7c:67,-60
1727595871746,c8:a6:08:9a:bb:84,-82
1727595871746,c8:a6:08:5a:bb:84,-87
1727595871746,c0:25:a2:a7:2e:2b,-55
1727595871746,c0:25:a2:a7:2e:2a,-56
1727595871746,c8:a6:08:5a:fd:84,-93
1727595871746,d0:40:ef:f9:f0:9d,-95
1727595871746,60:84:bd:de:7c:60,-64
1727595871746,c8:a6:08:5a:fd:80,-92
1727595871746,c8:a6:08:5a:fd:81,-92
1727595871746,c8:a6:08:9a:b7:01,-91
1727595871746,c8:a6:08:9b:16:24,-54
1727595871746,c8:a6:08:5b:15:50,-92
1727595871746,c8:a6:08:9a:b7:00,-90
1727595871746,c8:a6:08:5b:15:51,-90
1727595871746,c0:25:a2:a9:b1:4f,-49
1727595871746,c8:a6:08:5b:16:24,-62
1727595871746,c8:a6:08:9b:15:51,-80
1727595871746,c8:a6:08:9b:15:50,-80
1727595871746,c8:a6:08:9b:16:21,-53
1727595871746,c8:a6:08:5b:16:21,-61
1727595871746,c8:a6:08:9b:16:20,-53
1727595871746,c8:a6:08:5b:16:20,-61
1727595871746,c8:a6:08:9b:15:54,-80
1727595871746,c8:a6:08:9a:b7:04,-90
1727595871746,c0:25:a2:a7:2e:1a,-72
1727595871746,c8:a6:08:5a:bc:14,-78
1727595871752,c8:a6:08:9a:fe:71,-86
1727595871752,c8:a6:08:9a:fe:70,-86
1727595871752,c8:a6:08:9a:fe:74,-86
1727595871752,84:af:ec:86:f0:70,-83
1727595871753,c8:a6:08:9a:bb:c4,-83
1727595871753,c8:a6:08:9a:bb:c1,-83
1727595871753,c8:a6:08:9a:bb:c0,-83
1727595871753,c8:a6:08:5a:bb:c0,-83
1727595871753,c8:a6:08:9b:16:04,-63
1727595871753,c8:a6:08:5b:16:04,-66
1727595871753,c8:a6:08:9b:16:01,-61
1727595871753,c8:a6:08:5b:16:01,-66
1727595871753,c8:a6:08:9b:16:00,-61
1727595871753,c8:a6:08:5b:16:00,-66
1727595871753,80:ea:96:f2:cc:77,-88
1727595871753,c8:a6:08:9a:bc:10,-76
1727595871753,c8:a6:08:5a:bb:81,-86
1727595871753,c8:a6:08:9a:bc:11,-76
1727595871753,c8:a6:08:5a:bb:80,-85
1727595871753,c8:a6:08:9a:bc:14,-76
1727595871753,c8:a6:08:5a:bc:11,-78
1727595871753,c8:a6:08:9a:bb:80,-82
1727595871753,c8:a6:08:5a:bc:10,-78
1727595871753,c8:a6:08:9a:bb:81,-82
1727595871753,60:84:bd:de:7c:67,-60
1727595871753,c8:a6:08:9a:bb:84,-82
1727595871753,c8:a6:08:5a:bb:84,-87
1727595871753,c0:25:a2:a7:2e:2b,-55
1727595871753,c0:25:a2:a7:2e:2a,-56
1727595871753,c8:a6:08:5a:fd:84,-93
1727595871753,d0:40:ef:f9:f0:9d,-95
1727595871753,60:84:bd:de:7c:60,-64
1727595871753,c8:a6:08:5a:fd:80,-92
1727595871753,c8:a6:08:5a:fd:81,-92
1727595871753,c8:a6:08:9a:b7:01,-91
1727595871753,c8:a6:08:9b:16:24,-54
1727595871753,c8:a6:08:5b:15:50,-92
1727595871753,c8:a6:08:9a:b7:00,-90
1727595871753,c8:a6:08:5b:15:51,-90
1727595871753,c0:25:a2:a9:b1:4f,-49
1727595871753,c8:a6:08:5b:16:24,-62
1727595871753,c8:a6:08:9b:15:51,-80
1727595871753,c8:a6:08:9b:15:50,-80
1727595871753,c8:a6:08:9b:16:21,-53
1727595871753,c8:a6:08:5b:16:21,-61
1727595871753,c8:a6:08:9b:16:20,-53
1727595871753,c8:a6:08:5b:16:20,-61
1727595871754,c8:a6:08:9b:15:54,-80
1727595871754,c8:a6:08:9a:b7:04,-90
1727595871754,c0:25:a2:a7:2e:1a,-72
1727595871754,c8:a6:08:5a:bc:14,-78
1727595871768,c8:a6:08:9a:fe:71,-86
1727595871768,c8:a6:08:9a:fe:70,-86
1727595871768,c8:a6:08:9a:fe:74,-86
1727595871768,84:af:ec:86:f0:70,-83
1727595871768,c8:a6:08:9a:bb:c4,-83
1727595871768,c8:a6:08:9a:bb:c1,-83
1727595871768,c8:a6:08:9a:bb:c0,-83
1727595871768,c8:a6:08:5a:bb:c0,-83
1727595871768,c8:a6:08:9b:16:04,-63
1727595871768,c8:a6:08:5b:16:04,-66
1727595871768,c8:a6:08:9b:16:01,-61
1727595871768,c8:a6:08:5b:16:01,-66
1727595871768,c8:a6:08:9b:16:00,-61
1727595871768,c8:a6:08:5b:16:00,-66
1727595871768,80:ea:96:f2:cc:77,-88
1727595871768,c8:a6:08:9a:bc:10,-76
1727595871768,c8:a6:08:5a:bb:81,-86
1727595871768,c8:a6:08:9a:bc:11,-76
1727595871768,c8:a6:08:5a:bb:80,-85
1727595871768,c8:a6:08:9a:bc:14,-76
1727595871768,c8:a6:08:5a:bc:11,-78
1727595871768,c8:a6:08:9a:bb:80,-82
1727595871768,c8:a6:08:5a:bc:10,-78
1727595871768,c8:a6:08:9a:bb:81,-82
1727595871768,60:84:bd:de:7c:67,-60
1727595871768,c8:a6:08:9a:bb:84,-82
1727595871768,c8:a6:08:5a:bb:84,-87
1727595871768,c0:25:a2:a7:2e:2b,-55
1727595871769,c0:25:a2:a7:2e:2a,-56
1727595871769,c8:a6:08:5a:fd:84,-93
1727595871769,d0:40:ef:f9:f0:9d,-95
1727595871769,60:84:bd:de:7c:60,-64
1727595871769,c8:a6:08:5a:fd:80,-92
1727595871769,c8:a6:08:5a:fd:81,-92
1727595871769,c8:a6:08:9a:b7:01,-91
1727595871769,c8:a6:08:9b:16:24,-54
1727595871769,c8:a6:08:5b:15:50,-92
1727595871769,c8:a6:08:9a:b7:00,-90
1727595871769,c8:a6:08:5b:15:51,-90
1727595871769,c0:25:a2:a9:b1:4f,-49
1727595871769,c8:a6:08:5b:16:24,-62
1727595871769,c8:a6:08:9b:15:51,-80
1727595871769,c8:a6:08:9b:15:50,-80
1727595871769,c8:a6:08:9b:16:21,-53
1727595871769,c8:a6:08:5b:16:21,-61
1727595871769,c8:a6:08:9b:16:20,-53
1727595871769,c8:a6:08:5b:16:20,-61
1727595871769,c8:a6:08:9b:15:54,-80
1727595871769,c8:a6:08:9a:b7:04,-90
1727595871769,c0:25:a2:a7:2e:1a,-72
1727595871769,c8:a6:08:5a:bc:14,-78
1727595871776,c8:a6:08:9a:fe:71,-86
1727595871776,c8:a6:08:9a:fe:70,-86
1727595871776,c8:a6:08:9a:fe:74,-86
1727595871776,84:af:ec:86:f0:70,-83
1727595871776,c8:a6:08:9a:bb:c4,-83
1727595871776,c8:a6:08:9a:bb:c1,-83
1727595871776,c8:a6:08:9a:bb:c0,-83
1727595871776,c8:a6:08:5a:bb:c0,-83
1727595871776,c8:a6:08:9b:16:04,-63
1727595871776,c8:a6:08:5b:16:04,-66
1727595871776,c8:a6:08:9b:16:01,-61
1727595871776,c8:a6:08:5b:16:01,-66
1727595871776,c8:a6:08:9b:16:00,-61
1727595871776,c8:a6:08:5b:16:00,-66
